x,y,dist_center,temperature,pm25,traffic,encroachment_index,green_cover
0,0,28.284271247461902,34.15928479188994,38.61735698828815,206,1.9796910002727692,29.87062300553745
0,1,27.586228448267445,31.58260178258244,61.41658432216612,314,1.2580836121681993,14.270663713110421
0,2,26.90724809414742,33.76392434300758,50.105152848065266,251,1.8508884729488528,33.801320896321435
0,3,26.248809496813376,33.43218819316423,38.404834983429254,393,1.2007787658410143,27.550920289852524
0,4,25.612496949731394,33.313957587404545,35.72207086396655,269,1.2466656632136153,17.718471051059332
0,5,25.0,33.583118352347114,32.320234980569225,154,0.9832308858067882,6.9005858960927835
0,6,24.413111231467404,34.92216445982719,38.95254451695568,234,0.17052412368729153,29.474506435478247
0,7,23.853720883753127,32.29172800930945,37.083062502067236,191,0.4401524937396013,25.635966458781358
0,8,23.323807579381203,33.14594454186216,29.422890710440996,134,0.9093204020787821,4.431910124182606
0,9,22.825424421026653,34.375088589206115,27.791563500289776,101,0.4251558744912447,4.824694959035586
0,10,22.360679774997898,33.60253368466734,26.065830591272963,290,0.8422847745949985,31.85775406174429
0,11,21.93171219946131,29.8290842397375,29.56103591765165,369,0.7272719958564209,12.233990858064884
0,12,21.540659228538015,34.195822274165046,21.634167606824477,351,0.045227288910538066,25.5096783704823
0,13,21.18962010041709,31.54585299072319,24.167057864631126,152,0.5867511656638482,20.137504691783658
0,14,20.8806130178211,33.18865536943644,44.19102105597643,140,0.2962735057040824,34.520050508261846
0,15,20.615528128088304,30.217261248094637,26.332178611137024,235,0.005522117123602399,35.9186389585871
0,16,20.396078054371138,33.892988094788116,48.87748459593357,262,0.7901755405312056,38.57826994375989
0,17,20.223748416156685,34.058847809624275,41.73602063664804,140,0.9149596755437808,9.678944753253639
0,18,20.09975124224178,32.75267992996346,51.64768645504524,132,0.06355835028602363,34.54374162664165
0,19,20.024984394500787,31.341746758716,28.037933759193294,198,0.5912977877077271,13.320748185508062
0,20,20.0,33.68682761550002,23.157126216341187,326,0.1195942459383017,24.04855562134277
0,21,20.024984394500787,34.46069452035872,47.95595463895942,317,0.23598491974895575,21.11704918542238
0,22,20.09975124224178,32.082673922986125,43.32892440488929,278,0.03142918568673425,4.239584605033568
0,23,20.223748416156685,30.883061732920726,50.42491617339421,195,0.6955160864261275,36.671994796713314
0,24,20.396078054371138,33.466279575481074,29.71884229412462,242,0.7555511385430487,6.531446930222645
0,25,20.615528128088304,31.81803600206463,34.982429564154636,165,0.6243540481337932,28.262662179270755
0,26,20.8806130178211,32.12854762487005,36.838341031902274,383,0.8036720768991145,30.56023926728917
0,27,21.18962010041709,35.117274205345524,41.755532939548324,330,0.906828441545754,31.18507471666895
0,28,21.540659228538015,34.35191476752043,26.886757742488907,220,0.8180147659224931,8.642308162509568
0,29,21.93171219946131,29.11382153862786,43.45517943888766,264,0.6924360328902703,19.344948267779024
0,30,22.360679774997898,31.757553150642572,31.826458448771707,259,0.5187906217433661,32.73501046518929
0,31,22.825424421026653,31.72668600835044,54.039587386592935,151,0.2468760628386012,14.838772363256412
0,32,23.323807579381203,34.79628091352797,50.04986880702632,200,0.2848404943774676,20.371203638113226
0,33,23.853720883753127,33.34620756801216,35.67390719451987,229,0.4110370133182313,13.402786244494603
0,34,24.413111231467404,33.100524558544635,37.586198683557875,225,0.1448948720912231,20.099299625986347
0,35,25.0,33.759731446279964,39.92619850055427,346,0.6721355474058786,34.344327290750805
0,36,25.612496949731394,32.117620688551156,47.73140855889249,354,0.8031397563798959,19.15934808614693
0,37,26.248809496813376,33.84668022042474,39.78119125661235,339,0.7983451249845511,22.76192059760121
0,38,26.90724809414742,33.38751159972968,28.02912936661697,358,0.5908929431882418,17.349169915607924
0,39,27.586228448267445,31.053316275814176,40.68562974806027,298,0.17436642900499144,19.614101412116394
1,0,27.586228448267445,32.000175071062664,55.499344050175395,228,1.8756901170392806,4.39109696662476
1,1,26.870057685088806,32.08713079660977,46.771860655820994,397,1.4579416277151556,12.94609284861596
1,2,26.1725046566048,34.87441614920822,45.26448161334696,159,1.460829174830409,19.48536026096385
1,3,25.495097567963924,34.77548329004136,41.524208622592596,108,1.478871352592182,26.642894159745513
1,4,24.839484696748443,34.466203319159476,44.71707291526979,251,1.6045081271221902,19.496817569386227
1,5,24.20743687382041,34.49136852343337,57.88593857325462,211,0.1014715428660321,15.768596516254739
1,6,23.600847442411894,33.4422918901078,27.83145107640761,262,0.6519612595026005,17.273455737045502
1,7,23.021728866442675,34.2528380406422,30.455027380385793,388,0.4938937151834346,11.54026652201633
1,8,22.47220505424423,32.42981996240958,28.87502645670552,234,0.7209399242521293,36.18729989709185
1,9,21.95449840010015,33.72490270293839,21.134719542143618,121,0.24398964337908358,22.65601290268201
1,10,21.470910553583888,32.95789296355804,43.41151974816644,363,0.6311386259972629,3.6543308855243093
1,11,21.02379604162864,33.07069263989829,54.53534077157317,383,0.6689240596630996,3.765619044684131
1,12,20.615528128088304,32.47109762192887,45.03597064144817,246,0.5720041992091831,37.82365722332146
1,13,20.248456731316587,32.99504785689284,41.90598705114523,145,0.9148643902204485,12.025781198063576
1,14,19.924858845171276,32.810044358936075,47.40340817947739,280,0.5722924691708383,31.79629010850102
1,15,19.6468827043885,31.558065567451138,34.03102668437248,260,0.31692200515627766,5.739635554620107
1,16,19.4164878389476,33.29196500814269,27.54261221288012,322,0.8442131407263114,35.63069578430922
1,17,19.235384061671343,33.91443802943654,29.197991299595145,250,0.14008401523652403,34.35459512833374
1,18,19.1049731745428,34.54138392202071,40.51360859479635,372,0.8486697949246744,23.128260685208016
1,19,19.026297590440446,33.57927408328093,32.71820750636667,138,0.29359184426449336,4.624953004913952
1,20,19.0,33.72255290081299,45.13785950912209,112,0.08159418040024036,13.463380590816815
1,21,19.026297590440446,32.117397532860096,38.72265171536114,242,0.375582952639944,18.028792658946273
1,22,19.1049731745428,33.20278285589115,31.44071082170632,150,0.46559801813246016,20.35224408616466
1,23,19.235384061671343,30.279024445612823,43.57304541936634,157,0.03050024993904943,14.63375654968302
1,24,19.4164878389476,31.63114398150355,36.651827526052664,363,0.7699935530986108,4.33817538859355
1,25,19.6468827043885,33.80670865281343,27.291281931239602,295,0.8420230750119814,24.179459207428973
1,26,19.924858845171276,32.43446060362286,27.087838868638173,243,0.9758520794625346,22.130413369316457
1,27,20.248456731316587,29.974708956579416,41.86454314769428,244,0.39882090144479454,13.68502224001772
1,28,20.615528128088304,35.42024909779361,35.66058400989948,328,0.18433367433137005,4.689158864936229
1,29,21.02379604162864,32.84761372860409,32.06494982327389,228,0.17329432007084578,38.670796552767904
1,30,21.470910553583888,32.36112756093776,33.46670767426288,225,0.09387329008129175,20.74451653892421
1,31,21.95449840010015,33.504317543118404,62.44806606010563,291,0.5543540525114007,30.0051484620927
1,32,22.47220505424423,31.133362603508367,58.43715797751846,175,0.5660372104940763,19.95599122679674
1,33,23.021728866442675,32.13107994214522,37.36594155132727,146,0.040728802318970136,5.78096018020295
1,34,23.600847442411894,33.84577151433994,47.74634053429337,303,0.017161101831750236,14.321026077992501
1,35,24.20743687382041,34.259010416481004,45.99896633711006,199,0.17320186991001518,15.208854935206544
1,36,24.839484696748443,30.24953187750095,26.998071584065602,109,0.9491457315913859,33.79735164171556
1,37,25.495097567963924,32.788161707047095,45.24609000630509,349,0.933436308079483,26.153049229995602
1,38,26.1725046566048,38.08917523993969,40.84163521007921,103,0.6158511643899138,14.125046627381549
1,39,26.870057685088806,33.85960508135747,49.26232542885034,251,0.6771683423829817,37.61589841306801
2,0,26.90724809414742,31.79375886997884,42.04282942001329,278,2.0,14.8639641339255
2,1,26.1725046566048,35.014151360780424,44.46890144774068,267,2.0,38.60319090400521
2,2,25.45584412271571,33.694280007738335,33.77300480179406,189,1.5189756302937614,38.92072926095921
2,3,24.758836806279895,32.35389470489768,48.496020970210246,295,1.8928903586919392,10.217368121135964
2,4,24.08318915758459,33.99831272535993,38.161082622719796,316,2.0,14.365939066594006
2,5,23.430749027719962,31.92804493500289,34.39818959803031,291,0.5759245752580846,20.556546946962897
2,6,22.80350850198276,32.2173076014449,43.82799467150787,195,0.34080354025301784,27.268523490176182
2,7,22.20360331117452,35.43946982931771,35.60482124525723,316,0.23823615240397944,21.901660715132977
2,8,21.633307652783937,34.03094403871326,17.458413204823845,183,0.8264574661077416,38.01545141962899
2,9,21.095023109728988,34.07768061242889,36.89733243406544,276,0.053485296747368904,28.959620748249204
2,10,20.591260281974,33.61762584869759,38.754747524063156,322,0.9506071469375561,10.811569728404105
2,11,20.12461179749811,35.87470704963486,50.65227082546918,168,0.29321077169806453,7.838414257477341
2,12,19.697715603592208,34.79227016284747,28.03339530786478,152,0.7915790437258485,28.334045174827484
2,13,19.313207915827967,31.916940528653523,39.91182953754193,322,0.05587115467735004,8.935835406326705
2,14,18.973665961010276,33.435460772612345,56.7529324966822,245,0.9686519439741349,31.34368941175139
2,15,18.681541692269406,34.2675535260292,44.96064233225875,352,0.8384807637639851,14.126283354111793
2,16,18.439088914585774,30.762762050778694,36.165124738052384,382,0.7062422271564962,14.53126420694623
2,17,18.24828759089466,34.64394588715812,35.226182694246795,316,0.5918887388212843,3.797943733632919
2,18,18.110770276274835,34.8952943449689,30.45609871427005,374,0.7771469159274368,27.665394348326423
2,19,18.027756377319946,29.84577391640779,55.70032280542672,118,0.11119748230615134,8.374441357264002
2,20,18.0,32.44651363688554,39.954371710097035,319,0.5714730252050106,30.455820211223134
2,21,18.027756377319946,34.17930452021302,47.68339454305004,100,0.681039427096909,21.71537376710224
2,22,18.110770276274835,32.095920474826855,25.800383670083097,216,0.9632225394406113,31.369793523409925
2,23,18.24828759089466,33.24855310226036,40.12592400781795,328,0.2529901679892411,23.797428871920946
2,24,18.439088914585774,32.21407483379408,42.17206477893065,146,0.6293986381352625,7.155164520664677
2,25,18.681541692269406,32.286163782200916,58.5996700648693,153,0.5843143119231002,31.032831784681406
2,26,18.973665961010276,32.78228539460625,49.763091264811024,255,0.3356600647969632,6.167981971316241
2,27,19.313207915827967,33.65974686625307,29.59149846720104,235,0.3533522280260528,20.579560219926627
2,28,19.697715603592208,31.846186787849064,41.50393786476208,140,0.2599498628542627,10.332222495073715
2,29,20.12461179749811,32.263890448526986,39.50520447216802,300,0.30952761628632774,29.831731229225973
2,30,20.591260281974,33.88658427958888,49.70523820013211,145,0.07620037959916315,36.18069297321443
2,31,21.095023109728988,32.870568031750174,46.4889324125355,296,0.6134151959357899,22.914415717539597
2,32,21.633307652783937,34.13202981268282,38.677005560575374,341,0.55158787254407,21.745155300471318
2,33,22.20360331117452,32.64556551033482,28.301829678289906,164,0.48037008186635466,30.918711871396628
2,34,22.80350850198276,32.21649665794757,54.36183468077766,382,0.5690814691657476,3.267758454150452
2,35,23.430749027719962,33.499562089800214,35.156243080306965,296,0.9997176732861306,35.64155249223063
2,36,24.08318915758459,33.2120250074565,40.46980593764742,152,0.944765729882428,11.15070859818961
2,37,24.758836806279895,32.56284363309513,46.228499323474985,177,0.2050453285065249,38.55916093391831
2,38,25.45584412271571,32.00001115705391,30.637549717220438,359,0.22864280550346272,28.97388817861618
2,39,26.1725046566048,34.89929545399594,55.413709969181824,194,0.11355759219962902,31.128790169523484
3,0,26.248809496813376,33.67594100396534,60.47398921130238,217,2.0,26.88210431307623
3,1,25.495097567963924,34.68036365887097,34.30673869451222,335,1.7609379715353861,19.83321139748061
3,2,24.758836806279895,32.86449561759539,49.71570950954356,211,1.680045967018475,23.95196926764079
3,3,24.041630560342615,35.2972718961725,36.10089608990222,165,2.0,5.799101010529397
3,4,23.345235059857504,33.51746044771324,48.0265225560743,325,1.550587558806597,25.2135828301205
3,5,22.67156809750927,30.537268749227113,54.44338791981811,348,0.5139894891598108,25.17343356954664
3,6,22.02271554554524,32.37106403321314,53.344456408641356,346,0.5236022760150112,34.46202790906333
3,7,21.400934559032695,34.52298945489265,46.45732788723247,237,0.9265876251614944,21.51297251005768
3,8,20.808652046684813,30.48535894330151,39.44452301103381,168,0.980032575285477,6.8600530930121355
3,9,20.248456731316587,29.911259686506014,39.10879960487212,334,0.5796499344717384,14.046857216872842
3,10,19.72308292331602,33.71379531358571,19.374743260882504,250,0.12804583895777244,26.697029424001112
3,11,19.235384061671343,31.309891345812897,44.876732749232936,283,0.4116612143575281,11.959060196301238
3,12,18.788294228055936,33.00496871352921,50.736820120987524,259,0.17231987120162984,13.523473764939032
3,13,18.384776310850235,32.12385238798385,32.07127167737656,121,0.08870253375705561,33.11141557262987
3,14,18.027756377319946,32.74084227893416,29.647576775806257,145,0.36426986104807546,24.726190611694815
3,15,17.72004514666935,35.83308995670805,40.35263551971729,172,0.09229058622874609,21.938460112075038
3,16,17.46424919657298,35.819591910321,38.027783291464765,155,0.8735786241067772,15.370818838203151
3,17,17.26267650163207,34.14016522198237,33.79636277464448,212,0.5972780822554306,29.522481257656167
3,18,17.11724276862369,32.89148936142781,43.156359766812386,155,0.4845229851910213,14.295145207151025
3,19,17.029386365926403,30.57868272499849,53.66874267444525,315,0.7205160613914648,29.222223117546132
3,20,17.0,33.45032845561056,32.15488106186697,337,0.7496162320085874,5.768551809360471
3,21,17.029386365926403,31.096816667558684,23.409084116123434,291,0.26924323094938096,33.80394695537293
3,22,17.11724276862369,32.57550445459057,39.52209122626462,372,0.21144800699654465,20.624826218157647
3,23,17.26267650163207,31.70329636940237,36.49210754827131,244,0.34292686427826025,19.12778058446395
3,24,17.46424919657298,29.608190375920376,36.08965998769508,332,0.4984421989290573,24.725819403967357
3,25,17.72004514666935,33.00205471880489,31.387157986717362,133,0.5577422659504374,26.181722551369464
3,26,18.027756377319946,35.12053871060924,59.86136406226883,141,0.28377590579872447,8.916231191149844
3,27,18.384776310850235,35.012836719435356,26.90350709988102,325,0.24435315546465453,29.843175643567463
3,28,18.788294228055936,29.820723126941054,39.7852503762534,388,0.00753436313407474,12.717490428252201
3,29,19.235384061671343,32.03613359065326,27.411579584478048,211,0.16068137325955567,35.61866580594699
3,30,19.72308292331602,32.097563259807494,31.36009230320184,194,0.05565348935697534,32.65477321951914
3,31,20.248456731316587,34.2086491432833,41.45204060285458,233,0.9750671629451425,15.954311453716198
3,32,20.808652046684813,35.733179437292684,39.254923534688274,161,0.9293759891275858,32.46587526202501
3,33,21.400934559032695,36.135027462475094,56.19612155437311,272,0.7694929331919369,16.113667475496648
